ip,360风险值,国家,省/州,城市,区/县,乡镇,纬度,经度,AS号,是否IDC,是否代理,代理类型,最近代理时间,用户类型,最近7天平均终端数,最近解析域名,最近解析域名时间,服务提供商,是否有恶意行为,最近恶意行为时间,是否botnet,botnet家族,最近botnet时间,是否brute_force,最近brute_force时间,是否ddos,最近ddos时间,ddos主/被动,ddos置信度,是否scanner,最近scanner时间,scanner置信度,是否spam,最近spam时间,是否有恶意行为
49.67.191.189,2,中国,江苏,南通,,,32.016212,120.864608,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-15,false,,,false,,true,2018-04-15,active,40%,false,,,true,2018-03-22,1
58.208.136.248,2,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-01-13,true,TheOthers,2017-12-26,false,,true,2018-01-13,active,40%,false,,,false,,1
36.7.103.214,1,中国,安徽,合肥,肥东县,龙塘乡,31.86119,117.283042,AS4134,true,false,,,境内IDC,1~20,sywz2016.gnway.cc,2018-01-20,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-01-03,false,,,false,,true,2016-11-18,active,40%,false,,,true,2018-01-03,1
60.168.179.38,1,中国,安徽,合肥,肥东县,店埠镇,31.86119,117.283042,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-11,false,,,false,,true,2016-07-28,active,40%,false,,,true,2018-04-11,1
36.33.25.140,2,中国,安徽,合肥,,,31.86119,117.283042,AS4837,false,true,http,2018-02-16,境内家庭,,,,CHINA UNICOM China169 Backbone,true,2018-04-12,false,,,false,,true,2016-09-21,active,40%,true,2017-03-23,80%,true,2018-04-12,1
49.75.39.40,2,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-09,true,BigWolf,2018-03-01,false,,true,2015-12-31,active,40%,false,,,true,2018-03-09,1
1.194.85.58,0,中国,河南,洛阳,,,34.663041,112.434468,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-01-10,false,,,false,,true,2017-01-10,active,40%,false,,,false,,1
27.209.85.27,0,中国,山东,滨州,,,37.383542,118.016974,AS4837,false,false,,,境内家庭,1~20,moao1330.oicp.net,2017-09-20,CHINA UNICOM China169 Backbone,true,2015-12-07,false,,,false,,true,2015-12-07,active,40%,false,,,false,,1
42.230.48.196,1,中国,河南,鹤壁,,,35.748236,114.295444,AS4837,false,false,,,境内家庭,1~20,,,CHINA UNICOM China169 Backbone,true,2018-02-20,true,DSL4,2018-02-20,false,,false,,,,false,,,false,,1
49.68.37.126,3,中国,江苏,徐州,,,34.261792,117.184811,AS4134,false,false,,,境内家庭,1~20,jsmr004.vpncrm.net,2015-06-06,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-17,true,ELKNOT,2018-03-03,false,,true,2018-01-17,active,40%,false,,,true,2018-04-17,1
58.208.216.9,2,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,mlsyzjc.dahuaddns.com,2017-06-05,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-01-02,true,TheOthers,2017-12-05,false,,true,2018-01-02,active,40%,false,,,false,,1
36.7.103.215,1,中国,安徽,合肥,,,31.86119,117.283042,AS4134,false,false,,,境内家庭,1~20,hfkmt.gnway.net,2018-01-14,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-01-03,false,,,false,,true,2017-06-21,active,40%,false,,,true,2018-01-03,1
60.168.179.39,1,中国,安徽,合肥,,,31.86119,117.283042,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-23,true,PirateGames,2017-10-13,false,,true,2017-02-23,active,40%,false,,,true,2018-03-23,1
36.33.25.143,3,中国,安徽,合肥,,,31.86119,117.283042,AS4837,false,true,http,2018-01-08,境内家庭,1~20,,,CHINA UNICOM China169 Backbone,true,2018-04-17,true,Zbot,2017-12-09,false,,true,2016-09-26,active,40%,true,2017-09-09,80%,true,2018-04-17,1
27.209.85.40,0,中国,山东,滨州,滨城区,,37.383542,118.016974,AS4837,false,false,,,境内家庭,1~20,,,CHINA UNICOM China169 Backbone,true,2016-06-07,false,,,false,,true,2016-06-07,active,40%,false,,,false,,1
1.194.85.123,2,中国,河南,洛阳,汝阳县,城关镇,34.663041,112.434468,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-13,true,Nitol,2018-01-08,false,,true,2018-04-13,active,40%,false,,,false,,1
49.75.39.61,1,中国,江苏,苏州,常熟市,虞山镇,31.299379,120.619585,AS4134,true,false,,,境内IDC,1~20,9002a9ab024b.dahuaddns.com,2018-03-03,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-06,false,,,false,,true,2016-03-12,active,40%,true,2017-01-13,80%,true,2018-04-06,1
42.236.84.0,0,中国,河南,郑州,,,34.757975,113.665412,AS4837,true,false,,,境内IDC,,,,CHINA UNICOM China169 Backbone,true,2017-01-15,false,,,false,,true,2017-01-15,active,40%,false,,,false,,1
49.68.37.156,3,中国,江苏,徐州,,,34.261792,117.184811,AS4134,false,false,,,境内家庭,1~20,xzgxpt.f3322.net,2017-11-29,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-14,true,DSL4,2018-03-02,false,,true,2017-12-23,active,40%,false,,,true,2018-04-14,1
58.208.216.58,2,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,9002a9b8e781.dahuaddns.com,2017-07-25,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-12-04,true,DSL4,2017-07-04,false,,true,2017-12-02,active,40%,false,,,true,2017-12-04,1
36.7.103.222,1,中国,安徽,合肥,肥东县,店埠镇,31.86119,117.283042,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-14,true,Huigezi,2017-08-16,false,,true,2016-12-12,active,40%,false,,,true,2018-04-14,1
60.168.179.53,1,中国,安徽,合肥,,,31.86119,117.283042,AS4134,false,false,,,境内家庭,1~20,sjksp.realor.net,2017-06-03,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-04,false,,,false,,true,2017-09-22,active,40%,false,,,true,2018-04-04,1
36.33.25.146,3,中国,安徽,合肥,,,31.86119,117.283042,AS4837,false,true,http,2018-02-16,境内家庭,1~20,,,CHINA UNICOM China169 Backbone,true,2018-04-14,true,EvilJS,2017-11-30,false,,true,2017-02-07,active,40%,true,2017-03-24,80%,true,2018-04-14,1
1.194.133.76,3,中国,河南,开封,,,34.797049,114.341447,AS4134,false,false,,,境内家庭,1~20,accuq.bj6660.com,2016-05-11,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-01-10,true,"Simda,Virut",2018-01-07,false,,true,2018-01-10,passive,40%,false,,,true,2017-12-28,1
27.209.85.51,0,中国,山东,滨州,,,37.383542,118.016974,AS4837,false,false,,,境内家庭,1~20,,,CHINA UNICOM China169 Backbone,true,2017-08-31,false,,,false,,true,2017-08-31,passive,80%,false,,,false,,1
49.75.39.112,2,中国,江苏,苏州,常熟市,虞山镇,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,wgwy.jsgjp.cn,2017-02-21,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-28,true,TheOthers,2017-07-29,false,,true,2018-03-28,passive,40%,false,,,true,2018-02-16,1
49.68.208.0,2,中国,江苏,徐州,,,34.261792,117.184811,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-04,true,WannaCry,2018-02-12,false,,true,2018-03-04,active,40%,false,,,false,,1
42.239.228.131,1,中国,河南,鹤壁,山城区,鹿楼乡,35.748236,114.295444,AS4837,false,false,,,境内家庭,1~20,,,CHINA UNICOM China169 Backbone,true,2018-03-10,true,Trojan,2018-03-10,false,,true,2015-12-04,active,40%,false,,,false,,1
58.208.216.76,1,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,9002a9a69e05.dahuaddns.com,2016-10-16,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-02-24,true,Morto,2017-09-13,false,,true,2017-09-19,active,40%,false,,,true,2018-02-24,1
60.168.179.60,2,中国,安徽,合肥,肥东县,龙岗镇,31.86119,117.283042,AS4134,true,false,,,境内IDC,,0551sto.imwork.net,2018-02-01,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-01-13,true,PirateGames,2017-11-08,false,,true,2016-03-12,active,40%,false,,,true,2018-01-13,1
36.7.103.224,2,中国,安徽,合肥,,,31.86119,117.283042,AS4134,true,false,,,境内IDC,1~20,dmec1339.cnvpn.org,2018-03-15,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-11-29,false,,,false,,true,2017-10-25,active,40%,false,,,true,2017-11-29,1
36.33.25.147,3,中国,安徽,合肥,,,31.86119,117.283042,AS4837,false,true,"http,https",2017-09-04,境内家庭,,,,CHINA UNICOM China169 Backbone,true,2018-04-17,true,Ramnit,2017-11-08,false,,true,2016-09-20,active,40%,false,,,true,2018-04-17,1
1.194.133.211,3,中国,河南,开封,,,34.797049,114.341447,AS4134,false,false,,,境内家庭,1~20,prthz.qd566.com,2016-08-22,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-17,false,,,false,,true,2018-01-07,active,40%,true,2018-01-12,80%,true,2018-03-17,1
27.209.85.96,0,中国,山东,滨州,,,37.383542,118.016974,AS4837,false,false,,,境内家庭,1~20,jswcwb.vicp.net,2017-05-17,CHINA UNICOM China169 Backbone,true,2015-12-06,false,,,false,,true,2015-12-06,active,40%,false,,,false,,1
49.75.39.144,1,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,9002a9b1e327.dahuaddns.com,2016-12-30,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-02-03,true,DSL4,2018-02-03,false,,true,2016-05-08,active,40%,false,,,false,,1
42.245.233.2,,中国,广东,广州,,,23.125178,113.280637,AS133111,,,,,,,,,CERNET Content Delivery Network (CCDN),,,,,,,,,,,,,,,,,0
58.208.216.161,2,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-03,true,MinerdPool,2017-12-12,false,,true,2018-03-03,active,40%,false,,,false,,1
49.69.157.127,3,中国,江苏,盐城,,,33.377631,120.139998,AS4134,false,true,"http,https",2018-03-16,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-21,true,"Morto,WannaCry",2018-03-21,false,,false,,,,false,,,true,2018-02-04,1
60.168.179.61,1,中国,安徽,合肥,肥东县,龙塘乡,31.86119,117.283042,AS4134,false,false,,,境内家庭,1~20,0551sto.imwork.net,2016-11-06,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-10-21,false,,,false,,true,2016-12-29,active,40%,false,,,true,2017-10-21,1
36.7.103.225,1,中国,安徽,合肥,,,31.86119,117.283042,AS4134,false,false,,,境内家庭,1~20,hfzlbz.gnway.cc,2017-10-31,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-11-24,false,,,false,,true,2017-05-26,active,40%,false,,,true,2017-11-24,1
36.33.25.148,3,中国,安徽,合肥,,,31.86119,117.283042,AS4837,false,true,http,2018-02-17,境内家庭,,,,CHINA UNICOM China169 Backbone,true,2017-12-11,true,Ramnit,2017-11-07,false,,true,2016-09-24,active,40%,false,,,true,2017-12-11,1
1.194.145.137,3,中国,河南,开封,,,34.797049,114.341447,AS4134,false,true,http,2018-03-14,境内家庭,1~20,ukyak.qt665.com,2016-07-05,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-02-22,false,,,false,,true,2018-02-22,active,40%,false,,,true,2018-01-29,1
49.75.39.146,1,中国,江苏,苏州,常熟市,虞山镇,31.299379,120.619585,AS4134,false,false,,,境内家庭,,4c11bf0929b9.dahuaddns.com,2017-03-05,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-02-12,true,Trojan,2017-05-24,false,,true,2018-02-12,passive,40%,true,2016-12-27,80%,false,,1
27.209.85.97,2,中国,山东,滨州,,,37.383542,118.016974,AS4837,false,false,,,境内家庭,1~20,,,CHINA UNICOM China169 Backbone,true,2018-04-17,true,CVE-2012-0158,2018-02-09,false,,true,2018-04-17,passive,80%,false,,,false,,1
58.209.34.74,2,中国,江苏,苏州,常熟市,虞山镇,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,5a0ed8d7.hanbang.org.cn,2016-05-09,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-02-10,false,,,false,,true,2017-12-01,active,40%,false,,,true,2018-02-10,1
49.69.183.104,3,中国,江苏,盐城,,,33.377631,120.139998,AS4134,true,false,,,境内IDC,1~20,4c11bf18f2d1.dahuaddns.com,2018-03-31,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-20,true,Gh0st,2018-03-20,false,,true,2018-02-23,active,40%,false,,,true,2018-03-13,1
45.5.239.59,1,巴西,巴西,,,,-14.2429,-54.387798,AS266109,false,false,,,,,,,JereNET Provedor de Internet & Cons em TI LTDA ME.,true,2018-03-27,false,,,false,,false,,,,false,,,true,2018-03-27,1
60.168.179.75,0,中国,安徽,合肥,,,31.86119,117.283042,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2016-05-07,false,,,false,,true,2016-05-07,active,40%,false,,,false,,1
36.7.103.239,1,中国,安徽,合肥,,,31.86119,117.283042,AS4134,true,false,,,境内IDC,,0551sto.imwork.net,2017-11-12,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-14,false,,,false,,true,2016-11-28,active,40%,false,,,true,2018-04-14,1
36.33.25.150,2,中国,安徽,合肥,,,31.86119,117.283042,AS4837,false,true,http,2017-09-04,境内家庭,,lnj0909.6655.la,2016-02-25,CHINA UNICOM China169 Backbone,true,2018-04-10,false,,,false,,true,2016-09-23,active,40%,true,2017-03-24,80%,true,2018-04-10,1
49.75.39.148,1,中国,江苏,苏州,常熟市,虞山镇,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,9002a9b2081d.dahuaddns.com,2017-01-13,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-12-18,false,,,false,,true,2016-04-16,active,40%,false,,,true,2017-12-18,1
1.194.151.0,,中国,河南,开封,,,34.797049,114.341447,AS4134,,,,,,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",,,,,,,,,,,,,,,,,0
27.209.85.115,0,中国,山东,滨州,,,37.383542,118.016974,AS4837,false,false,,,境内家庭,1~20,services2.threebay.iego.cn,2016-01-18,CHINA UNICOM China169 Backbone,true,2017-01-30,false,,,false,,true,2017-01-30,passive,40%,false,,,false,,1
49.69.207.206,1,中国,江苏,盐城,建湖县,,33.377631,120.139998,AS4134,true,false,,,境内IDC,,gt1401145.seccn.com,2018-01-05,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-02-01,true,DSL4,2018-02-01,false,,true,2015-12-15,active,40%,false,,,true,2017-10-09,1
58.209.34.78,1,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,9002a9c37e7f.dahuaddns.com,2017-02-25,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-02-20,false,,,false,,true,2016-01-16,active,40%,false,,,true,2018-02-20,1
45.5.239.79,1,巴西,巴西,,,,-14.2429,-54.387798,AS266109,false,false,,,,,,,JereNET Provedor de Internet & Cons em TI LTDA ME.,true,2018-04-14,false,,,false,,false,,,,false,,,true,2018-04-14,1
36.7.103.244,1,中国,安徽,合肥,,,31.86119,117.283042,AS4134,false,false,,,境内家庭,,szlyck.gnway.cc,2016-12-12,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-02-19,false,,,false,,false,,,,false,,,true,2018-02-19,1
60.168.179.76,1,中国,安徽,合肥,,,31.86119,117.283042,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-01-28,false,,,false,,true,2015-12-05,active,40%,false,,,true,2018-01-28,1
36.33.25.151,1,中国,安徽,合肥,,,31.86119,117.283042,AS4837,false,false,,,境内家庭,,,,CHINA UNICOM China169 Backbone,true,2018-04-17,false,,,false,,false,,,,false,,,true,2018-04-17,1
1.194.154.98,2,中国,河南,开封,,,34.797049,114.341447,AS4134,false,false,,,境内家庭,1~20,iiyou.f3322.net,2016-11-11,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-02-14,false,,,false,,true,2017-11-26,passive,40%,false,,,true,2018-02-14,1
49.75.39.149,1,中国,江苏,苏州,常熟市,虞山镇,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,ddns.4do.in,2016-10-16,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-11-21,false,,,false,,true,2016-05-07,active,40%,false,,,true,2017-11-21,1
58.209.34.84,0,中国,江苏,苏州,常熟市,虞山镇,31.299379,120.619585,AS4134,true,false,,,境内IDC,1~20,wangsun88.asuscomm.com,2018-01-08,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-05-27,false,,,false,,true,2016-11-26,active,40%,true,2017-05-27,80%,false,,1
45.5.239.207,1,巴西,巴西,,,,-14.2429,-54.387798,AS266109,false,false,,,,,,,JereNET Provedor de Internet & Cons em TI LTDA ME.,true,2018-04-14,false,,,false,,false,,,,false,,,true,2018-04-14,1
49.70.17.52,3,中国,江苏,宿迁,,,33.945154,118.293328,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-20,true,DSL4,2018-03-10,false,,true,2018-02-06,active,40%,false,,,true,2018-03-20,1
27.209.85.149,1,中国,山东,滨州,滨城区,旧镇镇,37.383542,118.016974,AS4837,false,false,,,境内家庭,,,,CHINA UNICOM China169 Backbone,true,2018-01-07,true,PirateGames,2018-01-07,false,,true,2016-11-29,passive,40%,false,,,false,,1
36.7.103.245,2,中国,安徽,合肥,,,31.86119,117.283042,AS4134,false,false,,,境内家庭,,1600542bu2.iask.in,2017-09-21,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-16,false,,,false,,true,2016-03-31,active,40%,true,2018-01-19,80%,true,2018-04-16,1
60.168.179.79,1,中国,安徽,合肥,,,31.86119,117.283042,AS4134,false,false,,,境内家庭,1~20,jinrunlai.gnway.cc,2016-12-21,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-04,false,,,false,,true,2016-11-29,passive,40%,false,,,true,2018-04-04,1
36.33.25.153,3,中国,安徽,合肥,,,31.86119,117.283042,AS4837,false,true,"http,https",2017-09-02,境内家庭,,,,CHINA UNICOM China169 Backbone,true,2017-12-17,true,Zbot,2017-12-07,false,,true,2016-02-20,active,40%,false,,,true,2017-12-17,1
49.75.39.177,1,中国,江苏,苏州,常熟市,虞山镇,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,9002a9cdf73d.dahuaddns.com,2016-07-26,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-10-22,true,TheOthers,2017-10-22,false,,true,2015-12-23,active,40%,false,,,false,,1
1.194.154.116,3,中国,河南,开封,龙亭区,西郊乡,34.797049,114.341447,AS4134,false,true,http,2017-07-11,境内家庭,1~20,yueuy.wt575.com,2016-07-21,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-02-25,false,,,false,,true,2018-01-29,active,40%,false,,,true,2018-02-25,1
27.209.85.215,0,中国,山东,滨州,,,37.383542,118.016974,AS4837,false,false,,,境内家庭,1~20,,,CHINA UNICOM China169 Backbone,true,2017-07-24,false,,,false,,true,2017-07-24,active,40%,false,,,false,,1
45.7.180.77,1,巴西,巴西,,,,-14.2429,-54.387798,AS266599,false,false,,,,,,,S R DOS SANTOS INFORMATICA - ME,true,2018-04-14,false,,,false,,false,,,,false,,,true,2018-04-14,1
58.209.34.131,1,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,,iething.f3322.net,2017-07-16,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-02-16,false,,,false,,true,2018-02-16,active,40%,false,,,false,,1
49.70.18.215,2,中国,江苏,宿迁,宿豫区,来龙镇,33.945154,118.293328,AS4134,false,true,"http,https",2017-09-24,境内家庭,1~20,jssq1.3322.org,2018-02-03,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-02-24,true,Darkcloud,2018-02-24,false,,true,2017-07-02,active,40%,false,,,false,,1
60.168.179.97,2,中国,安徽,合肥,,,31.86119,117.283042,AS4134,false,true,http,2017-06-03,境内家庭,1~20,sywz2016.gnway.cc,2017-05-08,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-12-27,false,,,false,,true,2016-05-01,active,40%,false,,,true,2017-12-27,1
36.7.115.75,2,中国,安徽,合肥,肥西县,桃花镇,31.86119,117.283042,AS4134,false,false,,,境内家庭,1~20,1631x3838m.iok.la,2017-01-27,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-09,true,Generic Adware,2018-03-09,false,,true,2018-01-20,active,40%,false,,,false,,1
36.33.25.157,2,中国,安徽,合肥,,,31.86119,117.283042,AS4837,false,false,,,境内家庭,,,,CHINA UNICOM China169 Backbone,true,2018-04-06,true,Ramnit,2018-02-04,false,,true,2016-09-20,active,40%,true,2017-07-14,80%,true,2018-04-06,1
49.75.39.194,2,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,csxbdqc.gnway.cc,2016-11-24,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-06,true,TheOthers,2017-11-21,false,,true,2016-03-07,active,40%,false,,,true,2018-04-06,1
1.194.168.0,,中国,河南,开封,,,34.797049,114.341447,AS4134,,,,,,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",,,,,,,,,,,,,,,,,0
58.209.34.141,1,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,zhu8688.vicp.net,2016-07-05,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-10,true,Trojan,2017-05-11,false,,true,2016-05-05,active,40%,false,,,true,2018-03-10,1
27.209.86.9,0,中国,山东,滨州,滨城区,,37.383542,118.016974,AS4837,false,false,,,境内家庭,1~20,wellesley.iego.net,2016-01-28,CHINA UNICOM China169 Backbone,true,2016-02-11,false,,,false,,true,2016-02-11,active,40%,false,,,false,,1
45.65.238.15,1,巴西,巴西,,,,-14.2429,-54.387798,AS266526,false,false,,,,,dynamic-45-65-238-15.ubinformatica.net.br,2018-04-17,Jefferson Mantovani ltda me,true,2018-03-22,false,,,false,,false,,,,false,,,true,2018-03-22,1
49.70.42.82,3,中国,江苏,宿迁,,,33.945154,118.293328,AS4134,false,false,,,境内家庭,1~20,my420.hanbang.org.cn,2014-09-05,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-27,true,Darkcloud,2018-03-20,false,,true,2018-02-24,active,40%,false,,,true,2018-03-27,1
36.7.135.216,1,中国,安徽,合肥,包河区,,31.86119,117.283042,AS4134,false,false,,,境内企业,21~100,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-02-18,false,,,false,,true,2018-02-18,active,40%,false,,,false,,1
60.168.179.99,1,中国,安徽,合肥,,,31.86119,117.283042,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-12-25,false,,,false,,true,2016-02-11,active,40%,false,,,true,2017-12-25,1
36.33.25.158,2,中国,安徽,合肥,,,31.86119,117.283042,AS4837,false,true,http,2018-04-15,境内家庭,1~20,,,CHINA UNICOM China169 Backbone,true,2018-04-17,false,,,false,,true,2016-03-14,active,40%,true,2017-08-18,80%,true,2018-04-17,1
49.75.49.168,3,中国,江苏,苏州,,,31.299379,120.619585,AS4134,true,false,,,境内IDC,1~20,4c11bf095801.dahuaddns.com,2018-04-11,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-02-23,true,DSL4,2018-02-11,false,,true,2018-01-26,passive,80%,false,,,true,2018-02-23,1
46.30.68.75,1,捷克,捷克,,,,49.803879,15.47491,AS28905,false,false,,,,,68wadsl75.becolink.cz,2018-04-17,"BECO Link,spol.s.r.o.",true,2018-03-12,false,,,false,,false,,,,false,,,true,2018-03-12,1
27.209.86.40,0,中国,山东,滨州,,,37.383542,118.016974,AS4837,false,false,,,境内家庭,1~20,,,CHINA UNICOM China169 Backbone,true,2016-02-25,false,,,false,,true,2016-02-25,active,40%,false,,,false,,1
